sentence,true_label,predicted
Mary said she learned something new.,eng,spa
Amo a mi esposa.,spa,spa
Ella quería tener el amor de su padre para ella sola.,spa,spa
He came while I was still asleep.,eng,spa
Wrong!,eng,spa
¿Con cuánta frecuencia vas de pesca?,spa,eng
¿Cuál es tu canción preferida para bailar?,spa,eng
You're obviously too drunk to drive.,eng,spa
Tom said he's not looking for a relationship.,eng,spa
Muchos camioneros no le prestan atención a las condiciones del clima.,spa,spa
Tom told me that he thought that Mary was thrilled.,eng,spa
Uno de mis sueños es aprender islandés.,spa,spa
A tall woman came along.,eng,spa
"He said that he had a date, but, in fact, it was just an excuse to leave the lovers alone.",eng,spa
I wonder if Tom knows Mary needs to do that before noon.,eng,spa
I ran into Tom this afternoon in the supermarket.,eng,spa
I never do that.,eng,spa
Can you explain it better?,eng,eng
El puente es muy largo y muy alto.,spa,spa
Tell them what's on your mind.,eng,spa
Tom was Mary's first serious boyfriend.,eng,spa
No tuvimos elección.,spa,spa
"You're not suggesting Tom could have done that, are you?",eng,eng
I wanted you to have a little fun.,eng,spa
They swore that they wouldn't do that again.,eng,spa
I don't think that you understand.,eng,spa
Our soccer team was covered in glory.,eng,spa
Tom wouldn't have asked you to do that if he could have done it himself.,eng,spa
I want you to know that Tom is doing OK.,eng,spa
I wonder if Tom likes Boston.,eng,spa
How much will you pay me?,eng,eng
I've been looking for my tripod.,eng,spa
What do you think's causing this problem?,eng,eng
Vemos las noticias todas las noches.,spa,spa
We'll make the time.,eng,spa
Is it really that good?,eng,spa
He paid someone to do that for him.,eng,spa
¿Estás libre el martes?,spa,eng
Ayer estuve todo el día memorizando palabras en inglés.,spa,spa
Tom and Mary said it was them who did that.,eng,spa
I'm not as bored as Tom seems to be.,eng,spa
Preséntame a alguna chica guapa.,spa,spa
Tom said that he wasn't tired.,eng,spa
La calle y las vías son paralelas.,spa,spa
I don't know how deep the lake is.,eng,spa
"If that boy had not been killed in the traffic accident, he would be a college student now.",eng,spa
Sami knew he was doing something wrong.,eng,spa
No le volveré a ver nunca.,spa,spa
"Por favor, rellena el siguiente cuestionario.",spa,spa
Tom le contó a Mary acerca de John.,spa,spa
Tom said that Mary shouldn't have told John that she'd spent three years in prison.,eng,spa
Por favor dame un poco más de chocolate.,spa,spa
I know but I can't help it.,eng,spa
Las fresas realzan el sabor del champagne.,spa,spa
Él es parapléjico.,spa,spa
You should've asked Tom first.,eng,spa
¿Realmente serán amigos Tom y Mary?,spa,spa
La cabaña me recordó los momentos felices que había tenido con ella.,spa,spa
¿Has aprendido la lección?,spa,eng
Mary broke up with me.,eng,spa
Su nueva novela saldrá el próximo mes.,spa,spa
Sue and John decidieron jugarse el todo por el todo.,spa,spa
Él la engañó.,spa,spa
Espero que acabe de llover.,spa,spa
¿El vecino fue a verte?,spa,eng
Él parece cansado esta tarde.,spa,spa
Dudar de sí mismo es la primera señal de inteligencia.,spa,spa
I can't help thinking that my son is still alive.,eng,spa
Ella tocaba el piano en ese momento.,spa,spa
Todos los días estudio chino.,spa,spa
Everything was new to me.,eng,spa
Tom está estudiando inglés.,spa,spa
La redacción de ella no tenía errores gramaticales.,spa,spa
They said that everybody they know can swim.,eng,spa
Hay pocos estudiantes que entiendan latín.,spa,spa
Es el animal dentro de mí que lo quiere.,spa,spa
¿No viste mis llaves?,spa,eng
No he vuelto a verlo desde entonces.,spa,spa
You can't use that.,eng,spa
Nobody's right all the time.,eng,spa
Tom es bastante avispado.,spa,spa
Tom se considera ciudadano del mundo.,spa,spa
Tom planea vivir en Boston durante más de un año.,spa,spa
Fear of communism was very strong at that time.,eng,spa
¿Ustedes huelen algo?,spa,eng
María llevaba una pollera roja.,spa,spa
He frequently neglects his work.,eng,spa
My children live in Boston.,eng,spa
Do it this way!,eng,spa
Think!,eng,spa
Él comenzó su día con un buen desayuno.,spa,spa
¿Cuánto tiempo tenemos para terminar esto?,spa,eng
There seems to be only one way out of here.,eng,spa
Tom and Mary say they don't know why you did that.,eng,spa
Necesito uno más.,spa,spa
Pienso que Tom y Mary son muy jóvenes para casarse.,spa,spa
Sus bromas no hacen gracia.,spa,spa
Ella no se casó con él por voluntad propia.,spa,spa
No debéis despreciar a los ancianos.,spa,spa
"Tienes que estar consciente del ejemplo que estás poniendo. Si no pones un ejemplo digno de seguir, nunca podrás ser líder.",spa,spa
Deberías irte a casa. Se está haciendo tarde.,spa,spa
Nueva York es la ciudad más grande del mundo.,spa,spa
Para firmar sus libros no utiliza su nombre real sino un apodo.,spa,spa
Ellos son los alumnos de nuestra escuela.,spa,spa
Sé lo que vi.,spa,spa
No puedo irme todavía.,spa,spa
Let's play football today.,eng,spa
Me gustaría preguntar a Tom sobre eso personalmente.,spa,spa
Alguien llamó mi nombre en la oscuridad.,spa,spa
¿Ves algún barco en el horizonte?,spa,eng
¿De dónde viene todo ese ruido?,spa,eng
Tom's Mary's brother.,eng,spa
Tom said that Mary has only done that twice.,eng,spa
My stepmother isn't much older than I am.,eng,eng
La respuesta es larga.,spa,spa
Tom will likely be available.,eng,spa
They said they had to go to a meeting.,eng,spa
Los libros son de ellos.,spa,spa
Estaba aburrida de sus viejos chistes.,spa,spa
She called her bear Ted.,eng,spa
Tom is a disabled military veteran.,eng,spa
"John gritó ""he perdido la cartera"".",spa,spa
I'd come to Boston if I could.,eng,spa
Un placer conocerte.,spa,spa
"Bueno, ¿qué quieres ver, entonces?",spa,eng
¿Quién se comió todas las galletas?,spa,eng
Lock the dog in the kitchen.,eng,spa
Me alegra haber podido ayudarle la semana pasada.,spa,spa
No tienen por qué discutir.,spa,spa
Tom es realmente intenso.,spa,spa
I didn't know what to do when my girlfriend told me she was pregnant.,eng,spa
No escribas de esa manera. Escribí así.,spa,spa
Layla had plenty of enemies.,eng,spa
¿Dónde están los de él?,spa,eng
I think I believe them.,eng,spa
¿Puedes comprarme alguna bebida?,spa,eng
Some people are anxious to invent convenient things.,eng,spa
Hay políticos corruptos.,spa,spa
Sencillamente eso no ha pasado así.,spa,spa
Tienes el cuello manchado.,spa,spa
This wood has a beautiful grain.,eng,spa
¿Cómo respiran los bebés cuando están en el útero?,spa,eng
Does your husband beat you?,eng,eng
"Tom shaved his beard off after becoming a fan of stoats, since stoats, the paragon of beauty, don't grow beards.",eng,spa
"São Paulo, Minas Gerais, Río de Janeiro y Espíritu Santo son los estados que componen la región Sudeste de Brasil.",spa,spa
Tom and I sat across from John and Mary.,eng,spa
You can't tell them not to go.,eng,spa
"Vamos a, o bien hablar chino, o bien no hablar nada en absoluto.",spa,spa
"Mary is being very obedient today, isn't she?",eng,eng
She's a sweet teacher.,eng,spa
Es una de mis películas favoritas.,spa,spa
"Si vas sin casco en la moto, te pondrán multa.",spa,spa
Tom and Mary are planning on staying until Monday.,eng,spa
"El individuo estaba encerrado en el granero, pero de algún modo se las apañó para salir.",spa,spa
"So, what else did Tom tell you?",eng,eng
¿Sabes dónde va a ser la reunión mañana?,spa,eng
Sami liked to talk to female co-workers.,eng,spa
I assume that you know what this is.,eng,spa
I'm not sleepy yet.,eng,spa
Bill se enfadó y puso verde a Dick.,spa,spa
Dadme un anillo si descubrís algo.,spa,spa
I don't know what happened to the boy.,eng,spa
¡No soy un búho!,spa,spa
¿Me podrías aclarar ciertas dudas que tengo?,spa,eng
We were surprised by Tom's decision.,eng,spa
Todo el mundo tiene problemas domésticos de vez en cuando.,spa,spa
"On the extreme verge of the horizon lie a long chain of mountain peaks, with their rugged summits flecked with snow.",eng,spa
¿Qué opinas de la independencia de Cataluña?,spa,eng
Sami recorded it.,eng,spa
Dile que me estoy dando una ducha.,spa,spa
Ella estuvo ausente de la escuela sin dar razón.,spa,spa
I know that Tom and Mary are reluctant to do that.,eng,spa
Thanks for staying with her.,eng,spa
Espero no haber cometido muchos errores.,spa,spa
No todos los navegadores son seguros.,spa,spa
Este es el mismo problema que nosotros hemos tenido los últimos tres años.,spa,spa
Sami is such an incompetent engineer.,eng,spa
Él volvió al campamento de la armada.,spa,spa
Tom is rich enough to buy just about anything he wants.,eng,spa
No me gustan los libros de más de quinientas páginas.,spa,spa
That isn't the only reason I'm doing that.,eng,spa
You didn't do anything that I wouldn't have done.,eng,spa
¡Eres tan mentiroso!,spa,spa
Can you tell me what this is about?,eng,eng
Sami didn't really make physical contact with Layla.,eng,spa
Él terminó sus tareas enseguida.,spa,spa
Dijeron que era importante.,spa,spa
Tom se quedó dormido en el bus y se pasó su paradero.,spa,spa
Tom no ha cambiado.,spa,spa
Why do I have to do this? What's the point?,eng,eng
What time is Tom's plane due in?,eng,eng
Presto dinero.,spa,spa
"Paréceme, Sancho, que no hay refrán que no sea verdadero, porque todos son sentencias sacadas de la misma experiencia, madre de las ciencias todos.",spa,spa
Tom and Mary say they hope John knows who has to do that.,eng,spa
No lloro.,spa,spa
"¿Puede ayudarme, por favor?",spa,eng
I should ask him if I were you.,eng,spa
¿Se te informó en dónde será la reunión?,spa,eng
Aguanto minuto y medio bajo el agua.,spa,spa
Let's drive to the lake.,eng,spa
Ya estoy harto.,spa,spa
Tom didn't have the courage to tell Mary the truth.,eng,spa
There were a crowd of people in the park.,eng,spa
Tom and Mary are good at everything they do.,eng,spa
Esta mujer me mintió.,spa,spa
¿No puedes decidirte?,spa,eng
"Tom is very energetic, isn't he?",eng,eng
A rose has thorns on its stem.,eng,spa
Tom said that he spent all day trying to find Mary.,eng,spa
I know that it's highly unlikely anybody can help me.,eng,spa
No les podemos culpar.,spa,spa
Tom estaba decidido a dejar la compañía.,spa,spa
¿Por qué no van ustedes a pie?,spa,eng
I'm married to a nurse.,eng,spa
Tomás tiene el pelo largo.,spa,spa
Me faltaban palabras.,spa,spa
Tom is likely to understand French.,eng,spa
Ellos persiguieron al hombre para detenerle.,spa,spa
Ya lo había dicho yo.,spa,spa
Entré por error a la pieza de otro.,spa,spa
Tom is too young to do that.,eng,spa
Tom caught more fish than Mary.,eng,spa
"Saber es una cosa, enseñar es otra.",spa,spa
No creo que tu nombre sea Tom.,spa,spa
"Tom is ugly, but he's really nice.",eng,spa
Necesito tiritas.,spa,spa
Does Tom still like jazz?,eng,eng
La cosa más aterradora en la vida es la incertidumbre.,spa,spa
Tom found it hard to keep the conversation going.,eng,spa
"Aquí, la nieve cae en grandes copos.",spa,spa
Tell Tom what you want him to do.,eng,spa
Mary could be planning to do that by herself.,eng,spa
I think that you know Tom already.,eng,spa
This will be the book you're looking for.,eng,spa
Were you able to swim when you were thirteen years old?,eng,spa
They'll be well paid.,eng,spa
Se frotaron las manos pensando en las ganancias.,spa,spa
Tom said that Mary was wrong.,eng,spa
Tengo una nueva dirección de correo electrónico.,spa,spa
¿Por qué existen los camiones hormigonera? ¿No es más fácil mezclar el cemento en la obra?,spa,eng
I don't often let Tom drive my car.,eng,spa
No puedo creer que Tom verdaderamente me haya dicho no.,spa,spa
Dudo que Tom tenga el valor de hacer lo que verdaderamente necesita hacerse.,spa,spa
I have to ask you a few questions.,eng,spa
Justin escrupolosamente siguió las indicaciones.,spa,spa
The car is in front of the garage.,eng,spa
Tom explored every possibility.,eng,spa
Fue un descuido de ella dejar la puerta abierta cuando salió.,spa,spa
Es una pena que Tom no supiera.,spa,spa
"Un traductor no solo debe conocer idiomas distintos, sino también culturas distintas.",spa,spa
Tom was there for me when I really needed someone.,eng,spa
Ella durmió unas horas.,spa,spa
Comed más verdura.,spa,spa
I talked to Tom after class.,eng,spa
Bill estaba en Japón.,spa,spa
He says he'll agree to do that.,eng,spa
¿Me puede pasar con alguien que hable español?,spa,eng
His broken arm was the result of a slip on the ice.,eng,spa
It's only a play.,eng,spa
"You're a certified pilot, aren't you?",eng,eng
I don't know what else I can do.,eng,spa
La tienda que hay cerca de mi casa suele estar cerrada durante los días festivos.,spa,spa
Su coche se chocó con un árbol.,spa,spa
¡Soy sexy y lo sé!,spa,spa
¿Cómo pudo ocurrir todo esto?,spa,eng
He hecho un descubrimiento.,spa,spa
No tenías que pedir.,spa,spa
Tiene los labios azules.,spa,spa
No hay ascensor.,spa,spa
Él fue testigo del asesinato.,spa,spa
I wish I were in Boston.,eng,spa
Hago la pregunta con vistas a ampliar el debate.,spa,spa
Tom quite often does that.,eng,spa
Tom looks pretty shaken up.,eng,spa
It makes no difference to me whether he likes baseball or football.,eng,spa
¿Creéis que hay vida después de la muerte?,spa,eng
Lo que no te mata te engorda.,spa,spa
It's a pity that I'm late.,eng,spa
"Si no me escuchás, no te dejaré salir.",spa,spa
Tom might be thirsty.,eng,spa
I had little choice.,eng,spa
¿El computador es para mí?,spa,eng
Lee cuanto quieras.,spa,spa
Pueden empezar ahora mismo.,spa,spa
Ya he salido del trabajo.,spa,spa
Tienes una tos muy fea.,spa,spa
He's no saint.,eng,spa
Ella ha dejado de fumar.,spa,spa
"Hay frases cuya traducción a determinados idiomas no tiene sentido y, por lo tanto, se debe evitar.",spa,spa
Tom makes mistakes every time he speaks French.,eng,spa
Estimamos los daños en mil dólares.,spa,spa
Why do you think that would be impossible?,eng,eng
Salgo del trabajo a las dos y media.,spa,spa
I think I should tell Tom where I've been.,eng,spa
I didn't know you didn't know how to swim.,eng,spa
¿El parque está abierto al público?,spa,eng
I found the wallet I thought I'd lost.,eng,spa
Váyase a casa.,spa,spa
Ella admitió que estaba equivocada.,spa,spa
Sami doesn't deserve more than what I deserve from life.,eng,spa
Síganme.,spa,spa
Can we save Tom?,eng,eng
"This morning when I left the asylum I felt so ashamed because I had to wear this horrid old wincey dress. All the orphans had to wear them, you know.",eng,spa
No me gusta ver a papá borracho.,spa,spa
She enjoys going clubbing with her friends.,eng,spa
Sami was serving a sentence of 26 to life.,eng,spa
Llego temprano.,spa,spa
Soy de madera en ruso.,spa,spa
"Si te das prisa, puedes lograrlo.",spa,spa
Tom is a man of integrity.,eng,spa
¿Cuánto empiezan las vacaciones de Navidad?,spa,spa
Estas frases son imprescindibles.,spa,spa
Mi amigo quiere hablar contigo.,spa,spa
Él se puso a llorar.,spa,spa
I don't know what Tom wanted.,eng,spa
Mañana viene mi tío a visitarnos.,spa,spa
El alborozo la desbordaba mientras corría por la calle.,spa,spa
"You don't believe them, do you?",eng,eng
Él rescató al niño de la casa en llamas.,spa,spa
Sé que puedo hacerlo.,spa,spa
Mi cuarto tiene una sola ventana.,spa,spa
The queue for buying tickets was unbelievably long.,eng,spa
"Si quieres un lápiz, te prestaré uno.",spa,spa
"Tom and Mary wanted to do that, but they didn't know how.",eng,spa
I'm just here to find out who took Tom.,eng,spa
I went to bed late in the night.,eng,spa
Buy or die!,eng,spa
Again!,eng,spa
I am going to swim a lot this summer.,eng,spa
He put down his paintbrush.,eng,spa
Le dijo la sartén al cazo: ¡Quita que me tiznas!,spa,spa
Él tenía una gentileza que atraía a las mujeres atractivas.,spa,spa
La bicicleta refleja en cierta medida la personalidad de su dueño.,spa,spa
This is Sami's style of doing things.,eng,spa
Tom looked excited.,eng,spa
Siempre funciona.,spa,spa
No suena como que fuera a descansar.,spa,spa
My computer cost a lot of money.,eng,spa
How many hours do you normally work?,eng,eng
El que vive sin locura no es tan sabio como se cree.,spa,spa
My mother and father aren't home right now.,eng,spa
¿Cuánto hace que empezaste a estudiar francés?,spa,eng
The rash never came back.,eng,spa
"El antídoto más eficaz contra la depresión, la angustia, el miedo y la culpabilidad es la acción, que desbloquea lo que os inmoviliza.",spa,spa
He knew intuitively that she was lying.,eng,spa
Ese árbol está chueco.,spa,spa
Ella acababa de empezar a leer el libro cuando alguien golpeó la puerta.,spa,spa
Tom said that he was hoping you could do that with him.,eng,spa
Aart is seen in this ISIS video inside Syria.,eng,spa
El perico está muerto.,spa,spa
¿Por qué llegaste tarde?,spa,eng
Tom ayudó a Mary a entrar al auto.,spa,spa
Una constelación es un grupo de estrellas.,spa,spa
"Shh, estás hablando demasiado alto.",spa,spa
I don't have any regrets.,eng,spa
María se cortó mientras picaba cebollas.,spa,spa
Para de gritar.,spa,spa
No lo puedo perdonar por haberme insultado en público.,spa,spa
That's entirely possible.,eng,spa
War compelled soldiers to go to the front.,eng,spa
He raises horses and cattle.,eng,spa
One of us has to do it.,eng,spa
Why do we sneeze?,eng,eng
Think of yourself as the owner of the company mentioned.,eng,spa
Tom was making a sandwich when Mary came into the kitchen.,eng,spa
Me pregunto si usted nos ayudaría.,spa,spa
Beber demasiado arruinará tu vida.,spa,spa
Are you sure Tom didn't have any help?,eng,spa
Adoro los vinos jóvenes.,spa,spa
"La amo, pero ella está enamorada de otro.",spa,spa
Why didst thou not bring thy wife along with thee?,eng,eng
La cornada fue profunda y la sangre salía a borbotones.,spa,spa
¿Es usted tan alto como yo?,spa,eng
No tiene caso estudiar si te sientes cansado.,spa,spa
I recommend that you don't do that again.,eng,spa
Nieva.,spa,spa
La vida cotidiana puede volverse monótona por veces.,spa,spa
Estoy buscando un sitio donde dormir.,spa,spa
Mi mujer gasta demasiado dinero en sí misma.,spa,spa
I know that it's highly unlikely we'll be able to sell all this stuff.,eng,spa
La salud es lo más importante.,spa,spa
No me gusta salir después del anochecer.,spa,spa
You must not violate the regulations.,eng,spa
"Just as it is the tendency of great minds to make one hear much with few words, small minds have a talent for talking a lot, and saying nothing.",eng,spa
Tom said that he wouldn't do what I asked him to do.,eng,spa
Tom explained his reasons to me.,eng,spa
Should I really do it?,eng,eng
Esta casa es demasiado pequeña para vivir en ella.,spa,spa
A mí no me mires.,spa,spa
Abrí una botella de vino tinto.,spa,spa
How in the world did you do such a thing?,eng,eng
Vale.,spa,spa
"Unos minutos más tarde, sonó el teléfono.",spa,spa
You should by all means read the book.,eng,spa
El niño tiene un chichón enorme. ¡Con razón lloraba tanto!,spa,spa
Eres mezquino.,spa,spa
Tom and Mary didn't feel they should do what the other children were doing.,eng,spa
This lake is among the deepest in the country.,eng,spa
"El amor es como un manantial fresco, que deja sus berros, su lecho de grava y sus flores para convertirse primero en arroyo y luego en un río, cambiando su aspecto y su naturaleza mientras fluye para sumergirse en un océano sin fin, donde las naturalezas restringidas sólo encuentran monotonía, pero donde las grandes almas son engullidas en contemplación perpetua.",spa,spa
I doubt if you'll need to do that.,eng,spa
The deeply desire needs to pay most of the price.,eng,spa
No tires nada al suelo.,spa,spa
Acabo de conocer a un chico llamado Tom.,spa,spa
Él es por naturaleza una persona amable y es popular entre los niños de su vencidario.,spa,spa
¿Qué hace?,spa,eng
Our store hours are from 10 to 7.,eng,spa
I know that Tom is a very patient man.,eng,spa
I'll never be able to do that.,eng,spa
"Aunque el servicio no fue muy bueno, me vi obligado a dar propina.",spa,spa
Se ha escapado un preso del juzgado.,spa,spa
There are a lot of things I'm going to do.,eng,spa
Sami decided to confront Layla about it.,eng,spa
Tom told me that he had to split.,eng,spa
I don't think Tom is a very good lawyer.,eng,spa
Tom lives in a nice little apartment.,eng,spa
Tom is going for broke.,eng,spa
"¿No nos engañamos a nosotros mismos sin querer al introducir aquí únicamente frases creadas por ser traducibles y que, por esta razón, no son representativas ni del uso correspondiente ni de los problemas de traducción?",spa,eng
Podría caminar.,spa,spa
Siento haberte molestado.,spa,spa
This has to be what we're looking for.,eng,spa
No one suspected.,eng,spa
El seguro no cubre la rueda nueva.,spa,spa
I like Australia a lot.,eng,spa
Los coches con tracción total se destacan en superficies resbaladizas y mojadas.,spa,spa
"Sé que se supone que yo disfrutara esta clase, pero no.",spa,spa
La policía nos sigue.,spa,spa
"I really want to move to Finland, but it's more important I improve my Swedish first.",eng,spa
I unplugged the lamp.,eng,spa
"It's unfortunate, but it happens.",eng,spa
It's going to heal.,eng,spa
¿Cuál te piensas que es el deporte más popular en Australia?,spa,eng
Paso la mayor parte del tiempo bailando en mi salón.,spa,spa
We tried it your way last time and it didn't work.,eng,spa
"A pesar de que la alarma sonó, no me desperté.",spa,spa
Ha habido un gran malentendido.,spa,spa
I'll be very discreet.,eng,spa
Deja de contribuir en Tatoeba. Se está volviendo una adicción.,spa,spa
That problem still exists today.,eng,spa
Este es un insulto premeditado.,spa,spa
Envidio tu salud.,spa,spa
¡He ahí algo que no me esperaba!,spa,spa
Si quieres puedes dormir en mi cama.,spa,spa
He started taking off his shoes.,eng,spa
Tom escuchó un golpe de la puerta del coche.,spa,spa
Yo haré las compras por usted.,spa,spa
Tom comes to school by car.,eng,spa
Haven't we been here before?,eng,eng
La reina de las brujas está muerta.,spa,spa
Tom said he thought that Mary needed to do that sometime today.,eng,spa
I can't dance very well.,eng,spa
Tom and Mary sat on a hillside and watched the fireworks together.,eng,spa
I've got a couple errands to run.,eng,spa
Go and see what Tom is doing.,eng,spa
Incluso las cabras tienen barba.,spa,spa
Mario es un plomero.,spa,spa
La fiesta fue realmente genial.,spa,spa
Peinate el cabello antes de salir.,spa,spa
Él no le sacaba los ojos de encima a ella.,spa,spa
Ustedes necesitan nuevos zapatos.,spa,spa
—Me olvidé —dijo él.,spa,spa
Daré una conferencia sobre literatura.,spa,spa
El intendente ha dicho que no quiere recibir a nadie.,spa,spa
Tom and Mary admitted that they didn't know what to do.,eng,spa
How many margaritas have you drunk?,eng,eng
Ella entiende la música.,spa,spa
How about going to a movie tonight?,eng,eng
Sacrilege!,eng,spa
Come más pan.,spa,spa
Tom said some things will never change.,eng,spa
Tom tiene la coartada perfecta.,spa,spa
I can't understand why they're such good friends. They have hardly anything in common.,eng,spa
"Por favor, esperame en la entrada del edificio.",spa,spa
"Under present circumstances, I don't intend to return to my country.",eng,spa
La gente se va a reír de vos si hablás de esa forma.,spa,spa
Raros son los verdaderos amigos.,spa,spa
What are you looking for in the darkroom?,eng,eng
"Ese presidente es anexionista, pretende incorporar a su país todas las naciones vecinas.",spa,spa
Tom loved the work.,eng,spa
We've brought you a surprise.,eng,spa
The soap irritated my eyes.,eng,spa
"Pensé que él suspendería el examen, pero finalmente lo aprobó.",spa,spa
Tom is usually busier than I am.,eng,eng
Los dos grupos son propietarios por igual de la empresa.,spa,spa
I think you ought to put more money into your savings account.,eng,spa
I asked my boss for a raise.,eng,spa
Él está navegando un pequeño bote en el agua.,spa,spa
Bill can run the fastest in his class.,eng,spa
No sé cuándo llegaré.,spa,spa
"Thanks, you're an angel.",eng,spa
We're looking at that possibility.,eng,spa
Mary had a crush on Tom when she was in high school.,eng,spa
No haces más que ponerte en ridículo con tu testarudez.,spa,spa
Ésas están buenas.,spa,spa
"Por favor, tráete mi teléfono contigo.",spa,spa
David Beckham es inglés.,spa,spa
I felt like I was in church.,eng,spa
¡Y serás capaz de comértelo!,spa,spa
They packed their bags.,eng,spa
El cielo estaba rojo.,spa,spa
I think Tom will be happy to see you.,eng,spa
En vista a estos nuevos desafíos es necesario un programa político coherente sobre la base de principios duraderos.,spa,spa
Can you spell your name for me?,eng,eng
They said they isn't ready to leave.,eng,spa
I knew Tom wouldn't win.,eng,spa
Algunas personas van a la iglesia los domingos por la mañana.,spa,spa
¿A que hora va a venir Tomás?,spa,eng
I think you shouldn't have eaten so much junk food.,eng,spa
Tom will write a sentence in German.,eng,spa
¿Me prestarías tu auto?,spa,eng
I see a girl.,eng,spa
Tom said that he didn't think that Mary ought to do that.,eng,spa
"Hoy hace bueno, al igual que hará mañana.",spa,spa
Aquella pareja gasta una buena suma de dinero comiendo en buenos restaurantes.,spa,spa
Hice los deberes después de cenar.,spa,spa
I didn't notice the light turn red.,eng,spa
Sami wasn't hostile with the security guard.,eng,spa
Tom may be having a heart attack.,eng,spa
Prime numbers are divisible only by one and themselves.,eng,spa
Su petición es muy razonable.,spa,spa
No debería volver a pasar.,spa,spa
Neither Tom nor Mary has a lot of things to deal with.,eng,spa
Mi padre me dejó algunos bienes.,spa,spa
I just wanted to do it.,eng,spa
Él se quedó callado. Concluyo que él está de acuerdo.,spa,spa
El elefante es el animal más fuerte.,spa,spa
Why are Tom and Mary out here?,eng,eng
Me dio mucho sueño después de leer un poco.,spa,spa
Casi se me pasa comentarle lo de la fiesta a Tom.,spa,spa
I know that that's important to you.,eng,spa
I booked us an earlier flight.,eng,spa
Tom y María son personas inteligentes.,spa,spa
Me llamo Dushana.,spa,spa
Sami still works at Walmart to this day.,eng,spa
¿Puedes ocuparte de conducir durante un rato?,spa,eng
Sami said the food was disgusting.,eng,spa
Layla wasn't rattled by Sami's death in the least.,eng,spa
Tom has three older brothers.,eng,spa
Forget about it. It's such a small thing.,eng,spa
Tom offered Mary a donut.,eng,spa
"Tom no come carne, ¿o sí?",spa,eng
Trata de ver el problema desde su punto de vista.,spa,spa
This paper is pathetic.,eng,spa
They told me they were depressed.,eng,spa
Tom told me he didn't smoke.,eng,spa
¿Qué estaremos haciendo a esta hora la próxima semana?,spa,eng
Ella me explicó que tiramos demasiada basura.,spa,spa
Sami continued with his life.,eng,spa
I am aching to go abroad.,eng,spa
Todavía no me ha llegado la hora.,spa,spa
Tom put the knife down on the kitchen table.,eng,spa
It took us two hours to get to Athens.,eng,spa
Es la torre más alta de Japón.,spa,spa
"Give me a beer, please.",eng,spa
Me encontré con él de camino a casa.,spa,spa
My car is being repaired.,eng,spa
Estoy con él.,spa,spa
I can't help you with that.,eng,spa
The young couple surveyed the room.,eng,spa
Tom said that he wished he hadn't given his phone number to Mary.,eng,spa
La nave zarpó.,spa,spa
Tom no pudo abrir la puerta.,spa,spa
This problem affects us all.,eng,spa
Perhaps you could borrow an umbrella.,eng,spa
I thought you liked pancakes.,eng,spa
The men's room is on the second floor.,eng,spa
Encierre con un círculo rojo.,spa,spa
Layla felt bad about that.,eng,spa
¡Ah! Mi ordenador está roto.,spa,spa
Ella sabe la verdad.,spa,spa
¿Por qué rasgaste la tela en vez de cortarla con tijeras?,spa,eng
Tom said he thought that Mary would be doing that today.,eng,spa
Sami's grandfather has just passed away.,eng,spa
Todo el mundo se reirá.,spa,spa
I am injured.,eng,spa
We must get there before them.,eng,spa
"Tom, I want you to know that you're not alone.",eng,spa
I wish I hadn't married him.,eng,spa
They say you keep hanging up on them.,eng,spa
Los gatos de esa raza no tienen cola.,spa,spa
Está claro que lo mío no es la pintura.,spa,spa
How is livelihood in America these day?,eng,spa
Mary laughed and then sang along with Tom.,eng,spa
Sostén la caja con ambas manos.,spa,spa
Está casada con un primo mío.,spa,spa
"Disculpe, ¿dónde está el café?",spa,eng
"My whole life long, I fought against superstition.",eng,spa
¡Vete a machacartela!,spa,spa
The next day Jesus decided to leave for Galilee.,eng,spa
En esperanto hay solamente 16 reglas gramaticales.,spa,spa
Él todo lo piensa en términos de dinero.,spa,spa
¿Están ya listas mis fotos?,spa,eng
"Bueno, si sos su amigo, ¿por qué no confiás en él?",spa,eng
¿Habéis ido al médico?,spa,eng
Is Tom right?,eng,eng
¿Cuál es su profesión?,spa,eng
She did her best to help him.,eng,spa
No lo creo.,spa,spa
Él se metió en la boca del lobo.,spa,spa
La duración de un partido de fútbol es de 90 minutos.,spa,spa
"Anyone who really wishes to apply themselves to the freedom of mankind must have the courage to face the truth, regardless how bitter it may be.",eng,spa
Súbete al bote.,spa,spa
Juguemos de nuevo al ajedrez en otra ocasión.,spa,spa
Mi cuñado es realmente egoísta.,spa,spa
Tom and Mary let me know that they could do that.,eng,spa
Sami left me alone with all those people.,eng,spa
De eso nada.,spa,spa
Necesitamos un plan B.,spa,spa
What's the minimum salary in Scotland?,eng,spa
¡Menuda pelea se formó en el bar! Se armó la de San Quintín.,spa,spa
¿Por qué iba a robar tu cartera?,spa,eng
Si lo tratas justamente él será justo contigo.,spa,spa
Los musulmanes llaman Isa a Jesús.,spa,spa
¿Quieren azúcar?,spa,eng
The government of that country oppresses its people.,eng,spa
They selected the world's best artists to paint the wall.,eng,spa
Come más lentamente.,spa,spa
He buys cigarettes.,eng,spa
¡Que tengas un buen fin de semana!,spa,spa
Mary is the only one who seems to be enjoying herself.,eng,spa
El profesor que les habla tiene mucha experiencia.,spa,spa
I never told anyone about what happened.,eng,spa
Jane estaba a punto de salir de la casa.,spa,spa
